年度,球団,左右,選手名,試合数,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打
2007,オリックス,右,的山　哲也,42,62,55,5,11,4,0,1,18,4,0,0,1,0,5,0,1,17,2
2007,オリックス,右,水口　栄二,52,95,83,4,19,3,1,0,24,10,1,1,1,1,9,2,1,14,1
2007,オリックス,右,光原　逸裕,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,オリックス,右,迎　祐一郎,14,45,38,2,7,0,0,1,10,5,1,0,2,1,4,0,0,11,3
2007,オリックス,左,村松　有人,128,506,453,56,131,11,3,0,148,28,9,6,19,3,27,1,4,58,6
2007,オリックス,右,本柳　和也,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,オリックス,左,森山　周,11,15,13,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007,オリックス,左,山本　省吾,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,オリックス,右,ユウキ,16,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2007,オリックス,右,吉井　理人,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,オリックス,右,吉川　勝成,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,オリックス,左,吉田　修司,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,オリックス,左,由田　慎太郎,22,27,21,4,5,0,0,1,8,3,0,0,2,0,4,0,0,5,0
2007,オリックス,右,ラロッカ,136,576,503,79,144,29,0,27,254,79,2,1,0,6,39,4,28,74,11
2007,オリックス,左,ローズ,132,554,464,75,135,19,0,42,280,96,0,0,0,2,88,10,0,147,7
2007,横浜,右,相川　亮二,123,450,391,37,118,12,1,2,138,33,0,1,16,1,40,13,2,51,6
2007,横浜,左,石井　琢朗,108,412,360,35,99,11,0,2,116,13,6,5,27,0,21,1,4,39,5
2007,横浜,両,石川　雄洋,19,27,24,5,3,0,0,0,3,1,1,0,1,0,2,0,0,6,0
2007,横浜,右,牛田　成樹,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,右,内川　聖一,92,274,247,24,69,17,3,7,113,29,3,4,4,1,16,0,6,37,9
2007,横浜,左,岡本　直也,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,右,加藤　武治,52,14,10,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0
2007,横浜,右,川村　丈夫,37,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,横浜,右,岸本　秀樹,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,左,北川　利之,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,右,木塚　敦志,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,左,木村　昇吾,10,6,5,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2007,横浜,両,金城　龍彦,139,580,511,66,145,27,2,14,218,66,2,2,12,4,49,1,4,64,11
2007,横浜,右,クルーン,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,左,工藤　公康,19,31,28,0,2,0,0,0,2,0,0,0,3,0,0,0,0,21,0
2007,横浜,右,呉本　成徳,4,4,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2007,横浜,右,小池　正晃,83,126,112,14,26,7,0,2,39,7,0,2,5,0,9,0,0,16,2
2007,横浜,左,佐伯　貴弘,125,447,404,49,122,25,3,16,201,67,0,1,4,2,34,0,3,54,8
2007,横浜,右,下窪　陽介,72,129,112,10,31,6,0,0,37,9,1,0,7,0,6,0,4,22,2
2007,横浜,左,下園　辰哉,28,32,29,2,6,2,0,0,8,0,0,0,0,0,3,0,0,11,0
2007,横浜,左,鈴木尚,95,260,237,27,55,12,1,3,78,17,1,0,0,2,21,1,0,48,9
2007,横浜,右,染田　賢作,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,右,高崎　健太郎,10,10,7,1,1,0,0,0,1,1,0,0,3,0,0,0,0,3,0
2007,横浜,左,高宮　和也,22,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2007,横浜,右,種田　仁,60,76,66,6,17,6,1,1,28,17,0,0,3,0,6,1,1,7,1
2007,横浜,右,鶴岡　一成,36,87,69,3,15,3,0,0,18,8,0,0,4,0,11,3,3,10,3
2007,横浜,右,寺原　隼人,37,61,54,2,6,0,0,0,6,3,0,0,6,0,1,0,0,24,0
2007,横浜,左,土肥　義弘,18,31,27,1,0,0,0,0,0,0,0,0,3,0,1,0,0,19,0
2007,横浜,左,那須野　巧,64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2007,横浜,右,新沼　慎二,4,6,6,1,1,0,0,1,4,1,0,0,0,0,0,0,0,2,0
2007,横浜,右,仁志　敏久,137,606,556,68,150,27,2,10,211,45,3,2,10,4,36,0,0,63,14
2007,横浜,右,西崎　伸洋,7,12,12,1,3,1,0,0,4,0,1,0,0,0,0,0,0,1,0
2007,横浜,右,野中　信吾,79,140,115,22,29,5,1,1,39,8,15,7,12,0,10,0,3,25,2
2007,横浜,右,秦　裕二,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2007,横浜,左,藤田　一也,42,89,76,11,19,5,0,0,24,2,1,1,8,0,4,0,1,8,0
2007,横浜,左,古木　克明,72,168,158,13,39,11,1,4,64,14,1,2,1,2,6,0,1,43,0
2007,横浜,右,ホセロ,46,9,9,3,3,0,0,1,6,1,0,0,0,0,0,0,0,5,0
2007,横浜,右,マットホワイト,24,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2007,横浜,右,三浦　大輔,30,61,55,2,5,5,0,0,10,3,0,0,6,0,0,0,0,18,1
2007,横浜,右,三橋　直樹,16,14,12,0,2,0,0,0,2,1,0,0,2,0,0,0,0,4,0
2007,横浜,右,村田　修一,144,615,526,94,151,30,1,36,291,101,1,1,0,9,65,7,15,117,14
2007,横浜,左,山北　茂利,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,右,山口　俊,7,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2007,横浜,右,横山　道哉,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,横浜,右,吉川　輝昭,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,右,吉原　道臣,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,横浜,左,吉見　祐治,45,21,18,0,6,0,0,0,6,2,0,0,2,1,0,0,0,3,0
2007,横浜,右,吉村　裕基,141,566,519,69,142,21,4,24,243,85,5,3,3,5,30,1,8,95,16
2007,東北楽天,右,青山　浩二,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,東北楽天,右,朝井　秀樹,31,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2007,東北楽天,左,有銘　兼久,52,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2007,東北楽天,左,インチェ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,礒部　公一,123,486,441,43,122,20,2,5,161,48,5,3,5,5,33,1,2,72,16
2007,東北楽天,右,一場　靖弘,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,右,井野　卓,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2007,東北楽天,右,岩隈　久志,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,ウィット,40,131,115,12,20,0,1,6,40,15,0,0,0,1,14,1,1,42,4
2007,東北楽天,右,大廣　翔治,11,20,19,1,2,0,0,0,2,0,0,0,1,0,0,0,0,6,2
2007,東北楽天,右,沖原　佳典,6,21,18,2,3,1,0,0,4,0,0,0,1,0,0,0,2,4,0
2007,東北楽天,右,小倉　恒,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,川井　貴志,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,右,川岸　強,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,河田　寿司,11,17,15,0,4,2,0,0,6,0,0,0,0,0,2,0,0,3,0
2007,東北楽天,左,河本　育之,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,草野　大輔,119,387,344,45,110,19,2,8,157,44,1,2,1,2,32,2,8,34,7
2007,東北楽天,左,憲史,76,211,189,18,45,9,3,6,78,25,0,2,0,2,14,0,6,35,4
2007,東北楽天,右,小山　伸一郎,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,佐藤　宏志,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,両,塩川　達也,84,113,95,19,18,2,0,0,20,4,5,3,8,1,9,0,0,25,2
2007,東北楽天,右,嶋　基宏,125,354,312,33,57,6,0,2,69,16,3,2,20,1,20,0,1,74,6
2007,東北楽天,左,関川　浩一,17,25,24,4,5,2,0,0,7,2,0,0,0,0,0,0,1,5,0
2007,東北楽天,右,高須　洋介,130,551,481,54,136,26,1,1,167,44,15,6,30,2,32,0,6,51,11
2007,東北楽天,右,高波　文一,50,9,9,13,1,0,0,0,1,0,5,2,0,0,0,0,0,2,1
2007,東北楽天,右,鷹野　史寿,44,81,69,7,14,3,1,1,22,7,1,0,0,0,9,0,3,20,2
2007,東北楽天,右,田中　将大,28,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2007,東北楽天,右,谷中　真二,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,鉄平,135,524,472,57,120,18,2,10,172,48,8,6,12,1,36,2,3,73,6
2007,東北楽天,右,ドミンゴ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,徳元　敏,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,右,戸部　浩,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,永井　怜,38,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2007,東北楽天,右,長坂　健冶,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,東北楽天,右,中島　俊哉,8,16,15,1,6,1,0,0,7,2,0,1,0,0,1,0,0,4,0
2007,東北楽天,右,バス,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,右,フェルナンデス,132,502,444,52,120,15,1,22,203,79,8,7,0,4,49,4,5,94,16
2007,東北楽天,右,福盛　和男,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,東北楽天,右,藤井　彰人,76,110,98,8,23,5,0,0,28,7,1,3,3,2,6,1,1,13,5
2007,東北楽天,右,牧田　明久,97,177,162,18,43,6,0,1,52,9,4,4,4,0,11,0,0,28,2
2007,東北楽天,右,牧野　塁,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,枡田　慎太郎,3,12,11,1,5,1,0,0,6,2,0,0,1,0,0,0,0,2,0
2007,東北楽天,左,松崎　伸吾,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,東北楽天,右,松本　輝,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,両,森谷　昭仁,21,17,16,5,3,0,0,0,3,0,4,2,0,0,1,0,0,5,0
2007,東北楽天,右,山崎　隆広,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2007,東北楽天,右,山崎　武司,141,594,506,86,132,27,2,43,292,108,1,1,0,7,71,6,10,142,28
2007,東北楽天,右,山村　宏樹,34,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,東北楽天,右,吉岡　雄二,23,47,44,5,11,3,0,0,14,5,1,0,0,0,3,0,0,8,3
2007,東北楽天,左,吉崎　勝,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,吉田　豊彦,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,右,リック,115,458,418,31,138,31,0,4,181,53,2,2,3,2,29,2,6,44,22
2007,東北楽天,左,竜太郎,3,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2007,東北楽天,右,林　恩宇,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,左,渡邉　恒樹,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,東北楽天,右,渡辺　直人,119,472,410,60,110,17,1,2,135,26,25,5,16,2,32,0,12,43,6
2006,阪神,右,相木　崇,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,左,赤星　憲広,142,642,566,84,152,13,3,0,171,20,35,13,9,1,60,0,6,94,2
2006,阪神,右,赤松　真人,6,15,14,1,2,0,0,0,2,0,2,1,1,0,0,0,0,3,0
2006,阪神,右,浅井　良,40,59,56,5,15,2,0,2,23,3,0,1,0,0,2,0,1,10,3
2006,阪神,右,安藤　優也,31,43,38,1,5,0,0,0,5,1,0,0,5,0,0,0,0,14,1
2006,阪神,左,井川　慶,29,68,63,0,7,0,0,0,7,0,0,0,4,0,1,0,0,28,1
2006,阪神,右,今岡　誠,59,218,204,16,45,3,2,7,73,29,1,0,0,4,7,0,3,42,13
2006,阪神,右,伊代野　貴照,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,左,岩田　稔,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,右,ウィリアムス,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,阪神,左,江草　仁貴,36,20,16,0,2,0,0,0,2,1,0,0,3,0,0,0,1,8,1
2006,阪神,左,オクスプリング,17,24,23,4,4,2,0,0,6,0,0,0,1,0,0,0,0,9,1
2006,阪神,左,片岡　篤史,50,101,91,4,15,3,0,1,21,7,0,0,1,1,7,1,1,22,1
2006,阪神,右,金澤　健人,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,左,金本　知憲,146,634,545,85,165,24,4,26,275,98,2,2,0,5,79,18,5,98,5
2006,阪神,右,狩野　恵輔,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,阪神,右,上坂　太一郎,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,左,喜田　剛,2,5,5,0,3,2,0,0,5,1,0,0,0,0,0,0,0,1,0
2006,阪神,右,久保田　智之,47,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,阪神,左,坂　克彦,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,阪神,右,桟原　将司,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,右,シーツ,143,629,580,87,180,31,1,19,270,75,0,0,3,4,42,2,0,120,18
2006,阪神,左,下柳　剛,25,49,44,1,2,0,0,0,2,3,0,0,3,1,1,0,0,21,0
2006,阪神,左,秀太,21,6,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
2006,阪神,右,スペンサー,59,115,108,12,24,5,0,6,47,17,1,0,0,1,6,0,0,33,0
2006,阪神,右,杉山　直久,17,24,23,0,3,1,0,0,4,3,0,0,1,0,0,0,0,11,0
2006,阪神,右,関本　健太郎,132,439,356,52,107,19,2,9,157,33,0,1,33,2,42,0,6,76,8
2006,阪神,右,ダーウィン,49,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2006,阪神,右,太陽,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,右,玉置　隆,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,左,鳥谷　敬,146,609,543,65,157,28,2,15,234,58,5,3,4,0,60,1,2,111,10
2006,阪神,左,中村　泰広,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,阪神,右,中村　豊,50,13,11,3,3,0,0,0,3,1,0,0,1,0,1,0,0,1,0
2006,阪神,左,能見　篤史,38,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2006,阪神,右,野口　寿浩,16,21,20,1,3,0,0,0,3,0,0,0,0,0,0,0,1,4,2
2006,阪神,右,橋本　健太郎,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,右,濱中　治,139,538,486,71,147,26,1,20,235,75,2,2,0,5,43,2,4,80,10
2006,阪神,左,桧山　進次郎,85,144,133,8,24,5,0,2,35,12,1,0,0,0,10,1,1,42,0
2006,阪神,右,福原　忍,24,46,40,2,7,0,0,0,7,3,0,0,4,0,2,0,0,22,1
2006,阪神,左,藤川　球児,63,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0
2006,阪神,左,藤本　敦士,138,443,393,35,93,12,1,3,116,30,3,1,19,3,27,5,1,56,13
2006,阪神,右,藤原　通,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,右,前田　忠節,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,右,町田　公二郎,14,15,12,2,3,1,0,1,7,2,0,0,0,0,3,0,0,2,0
2006,阪神,右,矢野　輝弘,133,501,453,42,124,20,3,17,201,78,0,0,8,5,32,1,3,94,12
2006,阪神,左,吉野　誠,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,阪神,左,林　威助,67,82,76,12,23,4,1,5,44,13,0,0,0,0,6,1,0,24,0
2006,千葉ロッテ,右,相原　勝幸,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,青野　毅,64,199,182,18,50,12,3,6,86,22,1,1,4,2,10,0,1,44,6
2006,千葉ロッテ,右,青松　敬鎔,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,千葉ロッテ,左,井上　純,30,60,55,4,12,1,0,0,13,1,0,1,0,0,5,0,0,14,0
2006,千葉ロッテ,右,今江　敏晃,126,489,457,49,122,25,2,9,178,47,3,2,11,3,17,0,1,74,9
2006,千葉ロッテ,右,内　竜也,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,大塚　明,109,197,182,22,44,12,0,0,56,10,5,4,0,1,11,0,2,42,7
2006,千葉ロッテ,左,大松　尚逸,74,194,180,13,39,7,0,8,70,31,1,0,2,0,10,1,2,49,2
2006,千葉ロッテ,右,小野　晋吾,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2006,千葉ロッテ,右,垣内　哲也,5,6,6,1,1,0,0,1,4,3,0,0,0,0,0,0,0,1,0
2006,千葉ロッテ,左,加藤　康介,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,左,川崎　雄介,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,神田　義英,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,久保　康友,23,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0
2006,千葉ロッテ,右,黒木　知宏,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,小林　宏之,20,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0
2006,千葉ロッテ,右,小林　雅英,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,小宮山　悟,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,サブロー,115,344,298,38,65,13,1,9,107,38,6,2,2,8,34,0,2,84,6
2006,千葉ロッテ,右,里崎　智也,116,449,382,50,101,23,1,17,177,56,2,1,8,5,45,3,9,95,7
2006,千葉ロッテ,右,清水　直行,25,7,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,千葉ロッテ,両,代田　建紀,17,25,22,4,4,0,1,0,6,1,3,1,2,0,1,0,0,5,0
2006,千葉ロッテ,左,高木　晃次,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,竹原　直隆,8,20,19,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0
2006,千葉ロッテ,右,辻　俊哉,52,96,88,2,21,5,1,0,28,9,1,0,4,1,2,0,1,20,3
2006,千葉ロッテ,左,寺本　四郎,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2006,千葉ロッテ,左,成瀬　善久,13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2006,千葉ロッテ,両,西岡　剛,115,485,426,58,120,20,7,4,166,27,33,17,4,3,49,2,3,61,6
2006,千葉ロッテ,左,根元　俊一,31,62,54,8,9,3,0,0,12,1,3,1,1,0,5,1,2,22,0
2006,千葉ロッテ,左,バーン,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,千葉ロッテ,右,パスクチ,69,238,203,26,45,9,1,13,95,32,0,1,0,1,31,1,3,77,1
2006,千葉ロッテ,左,橋本　将,44,115,103,6,15,1,1,2,24,8,0,1,1,0,10,1,1,33,0
2006,千葉ロッテ,両,早坂　圭介,6,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0
2006,千葉ロッテ,左,平下　晃司,47,90,79,10,21,1,1,1,27,7,5,1,3,0,7,2,1,22,2
2006,千葉ロッテ,左,フランコ,91,298,274,33,72,8,0,7,101,20,1,1,1,1,21,1,1,49,9
2006,千葉ロッテ,左,福浦　和也,114,484,436,43,136,20,1,4,170,52,0,3,3,7,33,5,5,52,11
2006,千葉ロッテ,左,藤田　宗一,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,左,古谷　拓哉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,ベニー,118,473,417,59,117,18,1,17,188,65,4,3,0,4,49,0,3,72,17
2006,千葉ロッテ,左,塀内　久雄,49,115,102,12,21,6,0,2,33,8,1,0,4,0,7,0,2,33,0
2006,千葉ロッテ,右,堀　幸一,87,283,264,19,60,12,1,6,92,23,1,1,1,2,15,0,1,55,8
2006,千葉ロッテ,右,ミラー,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,千葉ロッテ,右,南　竜介,7,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2006,千葉ロッテ,左,諸積　兼司,20,5,4,2,2,0,1,0,4,2,0,0,1,0,0,0,0,1,0
2006,千葉ロッテ,右,薮田　安彦,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
