年度,球団,左右,選手名,試合数,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打
2014,埼玉西武,左,石川　貢,3,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0
2014,埼玉西武,左,岩尾　利弘,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,ウィリアムス,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,上本　達之,18,30,27,2,4,3,0,0,7,2,0,0,0,0,3,0,0,8,1
2014,埼玉西武,左,梅田　尚通,4,12,11,2,2,0,0,1,5,4,0,1,0,0,1,0,0,3,0
2014,埼玉西武,左,大崎　雄太朗,51,113,101,6,25,3,0,1,31,10,1,1,5,1,5,0,1,14,3
2014,埼玉西武,右,岡田　雅利,22,36,32,1,6,2,0,0,8,2,0,0,3,0,0,0,1,7,0
2014,埼玉西武,右,岡本　篤志,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,岡本　洋介,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,鬼崎　裕司,37,96,85,10,19,5,0,0,24,5,1,0,3,0,8,0,0,29,1
2014,埼玉西武,両,金子　侑司,91,272,243,32,60,10,3,2,82,16,21,6,12,1,14,0,2,48,2
2014,埼玉西武,左,菊池　雄星,23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,埼玉西武,右,岸　孝之,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2014,埼玉西武,右,木村　文紀,100,330,284,34,61,13,2,10,108,27,16,8,21,2,20,0,3,112,3
2014,埼玉西武,右,熊代　聖人,46,140,115,10,25,4,1,0,31,6,1,1,6,0,19,0,0,29,1
2014,埼玉西武,左,栗山　巧,144,642,532,64,153,34,4,3,204,61,3,2,2,9,96,2,3,100,9
2014,埼玉西武,左,小石　博孝,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,小林宏,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,斉藤　彰吾,89,127,107,19,24,1,1,2,33,10,12,2,6,0,14,0,0,42,0
2014,埼玉西武,右,炭谷　銀仁朗,125,423,381,31,77,13,1,7,113,36,0,2,20,3,17,0,2,74,10
2014,埼玉西武,左,高橋　朋己,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,武隈　祥太,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,武山　真吾,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,埼玉西武,右,田中　靖洋,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,十亀　剣,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,埼玉西武,右,豊田　拓矢,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,永江　恭平,65,100,88,6,16,7,0,0,23,3,0,1,7,0,5,0,0,31,2
2014,埼玉西武,右,中郷　大樹,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,中村　剛也,111,466,382,68,98,19,1,34,221,90,0,0,0,3,79,0,2,124,13
2014,埼玉西武,右,西口　文也,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,野上　亮磨,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2014,埼玉西武,右,林崎　遼,17,44,38,5,10,2,0,0,12,1,0,1,2,0,4,0,0,6,1
2014,埼玉西武,右,平野　将光,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,藤原　良平,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2014,埼玉西武,右,ボウデン,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,星　孝典,11,13,13,2,1,1,0,0,2,0,0,0,0,0,0,0,0,3,2
2014,埼玉西武,右,牧田　和久,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014,埼玉西武,右,誠,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,増田　達至,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,美沢　将,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,宮田　和希,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,右,メヒア,106,450,396,56,115,11,1,34,230,73,2,1,0,3,45,1,6,156,4
2014,埼玉西武,左,森　友哉,41,92,80,14,22,6,0,6,46,15,0,0,0,0,12,0,0,22,1
2014,埼玉西武,右,森本　稀哲,99,173,147,19,37,8,3,0,51,13,2,2,9,0,16,0,1,42,0
2014,埼玉西武,右,山川　穂高,14,34,30,3,3,0,0,2,9,3,0,0,0,0,4,0,0,10,0
2014,埼玉西武,右,山崎　浩司,22,35,33,4,8,0,0,1,11,3,0,0,2,0,0,0,0,5,2
2014,埼玉西武,右,米野　智人,12,21,19,1,4,0,0,0,4,5,0,0,0,2,0,0,0,4,1
2014,埼玉西武,右,ランサム,38,138,118,8,25,8,0,2,39,12,0,1,1,0,18,1,1,49,1
2014,埼玉西武,右,レイノルズ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,埼玉西武,左,脇谷　亮太,96,233,205,21,54,11,0,2,71,20,4,1,10,1,15,0,2,45,1
2014,埼玉西武,右,渡辺　直人,104,429,350,35,91,17,1,0,110,26,4,0,35,1,32,0,11,46,9
2014,広島東洋,右,會澤　翼,65,200,179,25,55,9,0,10,94,30,0,1,1,2,16,5,2,28,6
2014,広島東洋,右,赤松　真人,74,32,28,25,6,2,0,0,8,4,12,5,2,0,1,0,1,8,0
2014,広島東洋,左,安部　友裕,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,左,天谷　宗一郎,59,128,111,20,35,4,2,3,52,6,4,3,0,0,16,2,1,27,0
2014,広島東洋,右,池ノ内　亮介,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,石原　慶幸,80,223,193,17,37,8,0,4,57,19,1,2,8,0,21,4,1,43,6
2014,広島東洋,右,一岡　竜司,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,今井　啓介,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,今村　猛,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,左,岩本　貴裕,39,55,52,5,10,0,1,2,18,10,0,0,0,1,2,0,0,10,3
2014,広島東洋,右,上野　弘文,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,上本　崇司,18,8,7,3,2,0,0,0,2,0,0,0,0,0,1,0,0,2,0
2014,広島東洋,右,梅津　智弘,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,エルドレッド,118,505,454,71,118,18,0,37,247,104,2,0,0,3,41,3,7,169,8
2014,広島東洋,左,江草　仁貴,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,大瀬良　大地,26,57,53,4,5,1,1,0,8,3,0,0,2,0,2,0,0,35,1
2014,広島東洋,右,小野　淳平,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,左,河内　貴哉,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,左,キラ,88,335,288,25,74,13,0,11,120,40,0,0,0,2,41,0,4,85,4
2014,広島東洋,右,菊池　涼介,144,654,579,88,188,39,2,11,264,58,23,10,43,5,24,0,3,79,9
2014,広島東洋,左,木村　昇吾,101,253,238,25,62,6,3,1,77,13,4,2,7,1,4,1,3,57,3
2014,広島東洋,右,倉　義和,26,50,43,1,4,0,0,1,7,2,0,0,3,0,2,1,2,14,1
2014,広島東洋,右,九里　亜蓮,20,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
2014,広島東洋,右,小窪　哲也,78,182,161,13,51,9,0,3,69,30,1,0,4,3,12,0,2,15,1
2014,広島東洋,左,篠田　純平,12,14,14,0,2,0,0,0,2,2,0,0,0,0,0,0,0,5,0
2014,広島東洋,左,庄司　隼人,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,白濱　裕太,30,71,62,4,10,1,0,1,14,1,0,1,4,0,5,0,0,17,0
2014,広島東洋,右,鈴木　誠也,36,68,64,6,22,7,0,1,32,7,0,0,0,0,4,0,0,13,2
2014,広島東洋,右,梵　英心,114,416,353,43,95,16,3,8,141,41,7,8,17,2,39,0,5,57,14
2014,広島東洋,右,高橋　大樹,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014,広島東洋,左,田中　広輔,110,333,295,44,86,11,2,9,128,34,10,3,5,5,24,0,4,68,6
2014,広島東洋,右,堂林　翔太,93,330,284,37,70,12,1,8,108,28,1,1,5,3,32,0,6,87,3
2014,広島東洋,左,戸田　隆矢,30,14,13,0,3,0,0,0,3,1,0,0,1,0,0,0,0,7,0
2014,広島東洋,右,永川　勝浩,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,中崎　翔太,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,中田　廉,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,左,中東　直己,86,87,80,10,19,2,0,1,24,7,4,2,1,1,4,0,1,9,1
2014,広島東洋,右,西原　圭大,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,野村　祐輔,19,34,30,2,7,0,0,0,7,4,0,0,3,0,1,0,0,15,0
2014,広島東洋,右,バリントン,23,44,34,1,2,0,0,0,2,2,0,0,7,1,2,0,0,14,0
2014,広島東洋,右,ヒース,7,16,15,0,1,0,0,0,1,1,0,0,1,0,0,0,0,11,0
2014,広島東洋,左,久本　祐一,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,廣瀬　純,60,148,124,11,29,7,0,2,42,14,0,2,2,4,17,0,1,23,6
2014,広島東洋,左,フィリップス,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,広島東洋,右,福井　優也,11,20,18,1,2,1,0,0,3,0,0,0,1,0,1,0,0,11,0
2014,広島東洋,右,前田　健太,27,64,60,4,9,1,0,0,10,1,0,0,3,0,1,0,0,22,2
2014,広島東洋,左,松山　竜平,80,250,233,26,74,9,1,7,106,34,0,1,0,1,14,1,2,29,7
2014,広島東洋,左,丸　佳浩,144,644,536,106,166,30,5,19,263,67,26,11,0,4,100,3,4,95,12
2014,広島東洋,右,ミコライオ,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,迎　祐一郎,4,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2014,広島東洋,右,横山　竜士,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,広島東洋,右,ロサリオ,69,264,238,32,80,13,2,14,139,49,1,2,0,2,23,0,1,58,8
2014,千葉ロッテ,右,青松　敬鎔,3,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014,千葉ロッテ,右,井口　資仁,109,408,357,35,85,24,0,10,139,49,1,0,0,3,40,3,8,74,7
2014,千葉ロッテ,右,石川　歩,25,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2014,千葉ロッテ,右,伊志嶺　翔大,89,138,118,27,26,6,1,1,37,8,8,6,8,0,11,0,1,18,3
2014,千葉ロッテ,右,伊藤　義弘,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,井上　晴哉,36,104,95,9,20,4,0,2,30,7,0,0,0,1,6,0,2,23,1
2014,千葉ロッテ,右,今江　敏晃,120,478,445,48,120,23,3,10,179,54,1,1,4,1,23,0,5,43,13
2014,千葉ロッテ,右,上野　大樹,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,千葉ロッテ,右,内　竜也,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,江村　直也,44,61,53,5,11,1,0,0,12,1,0,0,5,0,3,0,0,12,1
2014,千葉ロッテ,右,大谷　智久,49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,千葉ロッテ,左,大松　尚逸,36,90,82,7,15,7,0,2,28,9,0,0,0,0,7,0,1,12,2
2014,千葉ロッテ,右,大嶺　翔太,16,26,24,3,5,0,0,2,11,3,0,1,0,1,1,0,0,6,0
2014,千葉ロッテ,左,大嶺　祐太,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,左,岡田　幸文,110,249,222,37,61,6,3,0,73,9,14,4,11,1,14,0,1,32,1
2014,千葉ロッテ,右,荻野　貴司,40,155,142,26,37,10,2,3,60,12,15,1,5,0,8,0,0,14,1
2014,千葉ロッテ,右,カルロス・ロサ,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,左,角中　勝也,133,544,451,62,125,22,5,8,181,57,9,1,7,4,76,0,6,66,4
2014,千葉ロッテ,右,香月　良仁,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,両,加藤　翔平,98,342,320,43,81,16,2,3,110,18,5,5,10,0,8,0,4,71,2
2014,千葉ロッテ,左,金澤　岳,42,96,87,12,26,5,0,1,34,5,0,0,2,0,7,0,0,21,2
2014,千葉ロッテ,右,金森　敬之,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,唐川　侑己,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,川本　良平,21,41,38,2,6,2,0,2,14,6,0,0,3,0,0,0,0,8,0
2014,千葉ロッテ,左,木村　優太,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,清田　育宏,24,59,47,8,8,2,1,4,24,10,0,1,2,0,8,0,2,16,1
2014,千葉ロッテ,右,クルーズ,126,478,453,38,108,32,1,16,190,61,1,2,0,5,18,1,2,47,13
2014,千葉ロッテ,右,黒沢　翔太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,サブロー,81,249,218,18,54,13,0,4,79,25,0,2,0,3,27,0,1,60,6
2014,千葉ロッテ,右,里崎　智也,17,41,37,3,9,2,0,0,11,4,0,0,0,0,3,0,1,6,1
2014,千葉ロッテ,左,鈴木　大地,144,610,533,60,153,29,7,3,205,43,7,1,22,4,45,0,6,57,1
2014,千葉ロッテ,左,高濱　卓也,36,78,69,12,16,1,3,0,23,7,0,1,3,0,6,0,0,11,1
2014,千葉ロッテ,右,田村　龍弘,50,148,128,5,20,4,1,0,26,10,0,0,9,0,10,0,1,27,2
2014,千葉ロッテ,右,デスパイネ,45,182,161,26,50,13,1,12,101,33,0,0,0,3,16,1,2,36,6
2014,千葉ロッテ,左,中後　悠平,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,左,成瀬　善久,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,千葉ロッテ,右,西野　勇士,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,左,根元　俊一,78,224,198,18,39,9,3,2,60,21,1,7,7,3,15,0,1,55,4
2014,千葉ロッテ,右,ハフマン,67,210,185,23,50,20,0,4,82,28,0,1,1,0,20,0,4,51,1
2014,千葉ロッテ,左,服部　泰卓,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,両,早坂　圭介,13,6,6,4,1,0,0,1,4,2,1,0,0,0,0,0,0,0,0
2014,千葉ロッテ,左,ブラゼル,35,91,76,8,21,5,0,4,38,14,0,0,0,0,14,1,1,18,2
2014,千葉ロッテ,左,福浦　和也,43,106,92,4,26,2,0,0,28,15,0,0,0,0,12,1,2,14,1
2014,千葉ロッテ,左,藤岡　貴裕,27,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2014,千葉ロッテ,左,古谷　拓哉,23,3,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2014,千葉ロッテ,右,細谷　圭,45,39,33,6,7,0,0,0,7,0,1,1,2,0,3,0,1,8,1
2014,千葉ロッテ,右,益田　直也,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,左,松永　昂大,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,三木　亮,18,20,17,0,3,0,0,0,3,0,0,0,2,0,1,0,0,5,2
2014,千葉ロッテ,右,南　昌輝,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,吉田　裕太,50,132,123,7,27,2,0,2,35,7,0,0,4,2,2,0,1,38,0
2014,千葉ロッテ,右,吉原　正平,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,千葉ロッテ,右,涌井　秀章,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,中日,左,赤田　龍一郎,2,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
2014,中日,右,浅尾　拓也,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,右,朝倉　健太,21,17,17,1,2,1,0,0,3,0,0,0,0,0,0,0,0,9,1
2014,中日,右,荒木　雅博,109,471,395,46,106,17,2,1,130,21,17,1,33,1,39,1,3,63,7
2014,中日,左,伊藤　準規,9,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
2014,中日,左,岩崎　恭平,18,30,28,6,3,0,0,0,3,0,0,1,0,0,2,0,0,6,0
2014,中日,左,岩瀬　仁紀,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,左,岩田　慎司,10,6,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,0
2014,中日,両,エルナンデス,86,304,279,34,73,14,1,5,104,32,2,1,3,2,19,0,1,58,4
2014,中日,左,大島　洋平,141,642,585,92,186,18,2,2,214,28,28,12,6,2,43,1,6,56,3
2014,中日,左,大野　雄大,25,54,46,1,3,0,0,0,3,1,0,0,6,0,2,0,0,25,0
2014,中日,左,小笠原　道大,81,99,83,4,25,6,0,1,34,18,0,0,0,1,14,1,1,16,1
2014,中日,左,岡田　俊哉,38,12,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
2014,中日,左,小川　龍也,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,右,小熊　凌祐,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,右,小田　幸平,17,17,16,1,1,0,0,0,1,0,0,0,1,0,0,0,0,6,2
2014,中日,右,カブレラ,14,24,21,1,0,0,0,0,0,0,0,0,2,0,1,0,0,19,0
2014,中日,右,川上　憲伸,6,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1
2014,中日,左,工藤　隆人,46,46,39,9,12,3,0,1,18,8,1,2,1,1,4,0,1,11,1
2014,中日,左,ゴメス,12,14,13,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,1
2014,中日,左,小林　正人,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,右,鈴木　翔太,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,右,鈴木　義広,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,左,祖父江　大輔,54,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2014,中日,左,高橋　聡文,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,左,高橋　周平,61,156,144,14,37,8,1,6,65,14,0,0,2,2,8,1,0,29,2
2014,中日,右,武山　真吾,33,72,63,4,8,0,0,1,11,5,0,0,4,1,3,0,1,15,1
2014,中日,右,田島　慎二,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,右,田中　大輔,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,中日,右,谷　哲也,59,131,118,7,28,13,1,0,43,10,0,1,6,1,6,0,0,23,0
2014,中日,右,谷繁　元信,91,274,226,15,44,11,0,1,58,23,0,1,5,2,39,1,2,36,8
2014,中日,左,堂上　剛裕,6,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2014,中日,右,堂上　直倫,90,261,237,19,54,4,1,1,63,17,1,0,11,3,10,0,0,45,8
2014,中日,左,中田　亮二,16,22,19,2,2,2,0,0,4,0,0,0,1,0,0,0,2,4,0
2014,中日,左,野本　圭,45,72,63,5,14,4,0,1,21,13,0,0,1,1,5,0,2,10,2
2014,中日,左,パヤノ,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,左,濱田　達郎,16,28,25,0,2,0,0,0,2,2,0,0,3,0,0,0,0,12,0
2014,中日,右,平田　良介,119,488,429,55,119,17,1,11,171,65,7,2,0,4,54,0,1,65,13
2014,中日,右,福田　永将,10,12,12,1,3,1,0,0,4,0,0,0,0,0,0,0,0,4,1
2014,中日,右,福谷　浩司,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,両,藤井　淳志,88,300,266,35,73,13,3,6,110,36,2,2,6,2,25,0,1,55,2
2014,中日,左,古本　武尊,16,20,18,0,3,0,0,0,3,0,0,0,1,0,1,0,0,7,0
2014,中日,右,又吉　克樹,67,4,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0
2014,中日,左,松井　雅人,67,162,142,10,25,3,1,1,33,4,3,1,4,0,16,1,0,47,3
2014,中日,右,松井　佑介,52,102,96,11,24,7,0,2,37,6,1,0,2,0,2,0,2,27,3
2014,中日,左,三瀬　幸司,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,中日,左,溝脇　隼人,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014,中日,右,三ツ俣　大樹,29,41,36,3,5,0,1,1,10,4,0,0,4,1,0,0,0,10,1
2014,中日,右,武藤　祐太,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,中日,右,森越　祐人,19,12,7,4,1,0,0,0,1,0,0,0,2,0,2,0,1,1,0
2014,中日,左,森野　将彦,141,588,507,64,146,34,0,13,219,86,3,0,5,6,69,2,1,66,20
2014,中日,右,山井　大介,27,53,46,2,5,1,0,0,6,3,0,0,6,1,0,0,0,15,1
2014,中日,右,山内　壮馬,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,中日,左,山本昌,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,中日,左,雄太,19,28,24,1,2,1,0,0,3,1,0,0,4,0,0,0,0,10,0
2014,中日,両,吉川　大幾,16,17,14,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0
2014,中日,右,吉見　一起,3,6,5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0
2014,中日,右,ルナ,127,527,467,80,148,25,5,17,234,73,8,2,0,4,51,3,5,98,11
2014,中日,右,若松　駿太,7,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,中日,右,和田　一浩,90,356,302,40,85,12,2,16,149,65,2,1,0,5,45,1,4,38,11
2014,福岡ソフトバンク,左,明石　健志,93,273,250,38,63,10,4,1,84,21,17,4,7,1,13,1,2,54,4
2014,福岡ソフトバンク,右,李　大浩,144,625,566,60,170,30,0,19,257,68,0,3,0,3,46,0,10,97,18
2014,福岡ソフトバンク,左,飯田　優也,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,福岡ソフトバンク,右,五十嵐　亮太,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,猪本　健太郎,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,今宮　健太,144,662,551,61,132,26,1,3,169,42,10,5,62,4,41,0,4,104,10
2014,福岡ソフトバンク,右,岩嵜　翔,18,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,福岡ソフトバンク,右,ウルフ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,内川　聖一,122,534,488,50,150,26,1,18,232,74,0,0,0,7,34,6,5,48,5
2014,福岡ソフトバンク,右,江川　智晃,39,37,31,6,7,1,1,1,13,3,0,0,0,0,5,0,1,12,1
2014,福岡ソフトバンク,右,江尻　慎太郎,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,オセゲラ,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,福岡ソフトバンク,左,大隣　憲司,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,大場　翔太,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,岡島　秀樹,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,カニザレス,8,14,13,1,4,3,0,0,7,2,0,0,0,1,0,0,0,1,1
2014,福岡ソフトバンク,両,金子　圭輔,38,61,48,5,10,2,0,0,12,6,1,1,3,0,9,1,1,15,0
2014,福岡ソフトバンク,左,嘉弥真　新也,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,川島　慶三,10,21,17,1,3,0,0,0,3,1,2,0,0,0,3,0,1,5,0
2014,福岡ソフトバンク,左,城所　龍磨,81,12,8,9,2,0,0,0,2,0,8,4,2,0,2,0,0,3,0
2014,福岡ソフトバンク,右,金　無英,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,サファテ,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,スタンリッジ,26,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2014,福岡ソフトバンク,右,攝津　正,22,3,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2014,福岡ソフトバンク,左,千賀　滉大,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,高田　知季,12,12,10,3,3,2,0,0,5,2,0,0,1,0,1,0,0,4,0
2014,福岡ソフトバンク,左,高谷　裕亮,20,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
